rn,Date,name,category,hazards,tier,band
00-107a,2000-05-09,"""Stacking King"" wooden stacking toys",Toys,choking,3,ACT NOW
00-106,2000-05-08,Ballistic front suspension forks installed on Mongoose S-20 and MGX S-20 bicycles,Feeding & high chairs,fall,3,ACT NOW
00-104,2000-05-02,Weed Wizard trimmer heads,Jewelry & accessories,,4,ACT SOON
00103b,2000-05-01,nan,Strollers & carriers,,4,ACT SOON
00-103a,2000-05-01,BOB Sport Utility Stroller and BOB Sport Utility Stroller D'lux jogging strollers,Strollers & carriers,fall,3,ACT NOW
00-102,2000-04-26,Healthtex® and Little Impressions® baby garments,Sleepwear & apparel,choking,3,ACT NOW
00-098,2000-04-12,Graco infant swings,"Walkers, swings & bouncers",fall|strangulation,1,ACT NOW
00-093,2000-04-06,Little Ones wooden accent lamps,Sleepwear & apparel,fire,3,ACT NOW
00-092,2000-04-06,3-in-1 Cradle Swing With Detachable Carrier and Bounce 'n PlayTM Activity Dome,"Sleep — cribs, bassinets, loungers",fall|suffocation,1,ACT NOW
00-090b,2000-04-03,AC converters,Sleepwear & apparel,electrical,3,ACT NOW
00-083,2000-03-22,Prince Lionheart Baby Wipe Warmers,Nursery electricals & monitors,electrical,3,ACT NOW
00-082,2000-03-21,"Precious KeepsakesTM silver-plated ""New Baby"" rattle",Toys,choking,3,ACT NOW
00-081,2000-03-19,Wooden Pull-Along Bead Coaster,Toys,choking,3,ACT NOW
00-080,2000-03-19,InSTEP and HEALTHRIDER single and double jogging strollers,Strollers & carriers,,4,ACT SOON
00-079,2000-03-15,nan,Sleepwear & apparel,,4,ACT SOON
00-068,2000-02-15,Tommy Hilfiger socks for infants and children,Sleepwear & apparel,choking,3,ACT NOW
00-067,2000-02-14,Nordstrom infant and toddler jackets,Sleepwear & apparel,choking,3,ACT NOW
00-063a,2000-02-07,Pull toys: Enchanted Garden Inchworm (item number EG150); Merry Meadows Cow (item number FS150); and Sunny Safari Blue Elephant (item number SS150),Toys,choking,3,ACT NOW
00-062,2000-02-06,Prometheus International Novelty Lighters,Lighters & fire hazards,fire,3,ACT NOW
00-061,2000-02-03,Toy Chests,Toys,fall,3,ACT NOW
00-060,2000-02-02,Peek-A-Babe baby garments,Sleepwear & apparel,choking,3,ACT NOW
00-058,2000-01-26,Pokémon balls distributed with Burger King kids meals,"Sleep — cribs, bassinets, loungers",suffocation,1,ACT NOW
00-053,2000-01-12,Miniature skateboard keychains attached to Z.Z. Jamboarder teddy bears,Toys,choking,3,ACT NOW
00-051,2000-01-10,L.L. Bean children's overalls,Sleepwear & apparel,choking,3,ACT NOW
00-049,2000-01-03,Nordstrom infant and girls' sweatshirts,Sleepwear & apparel,choking,3,ACT NOW
00-046,1999-12-26,Pokemon Balls,Toys,suffocation,1,ACT NOW
00-037,1999-12-21,Kelty K.I.D.S. backpack child carriers,Strollers & carriers,fall,3,ACT NOW
00-038,1999-12-20,Magnet games,Toys,chemical|lead|magnet,2,ACT NOW
00-034,1999-12-19,Kolcraft infant car seats/carriers,Car seats & travel,fall,3,ACT NOW
00-033,1999-12-14,"Selecta wooden toys: ""Quatrino"" wooden shape sorter toys, ""Sorting Box"" shape sorter toys, ""Favola"" shape sorter toys, and ""Kugelbahn"" ball chute toys",Toys,choking,3,ACT NOW
00-032,1999-12-08,Children's pajamas sold at Gap and Old Navy stores,Sleepwear & apparel,burn|flammable,3,ACT NOW
00-028,1999-12-06,Texsport five-piece mess kit,Jewelry & accessories,burn,3,ACT NOW
00-026,1999-12-06,Trampoline safety net enclosures,Outdoor & play equipment,fall,3,ACT NOW
00-022,1999-11-30,Nets of Toy Basketball Sets,Toys,strangulation,1,ACT NOW
00-023,1999-11-29,USA Olympic brand boys jackets,Sleepwear & apparel,entanglement,4,ACT SOON
99-026,1999-11-24,Play yards/playpens with protruding rivets,"Sleep — cribs, bassinets, loungers",strangulation,1,ACT NOW
00-016,1999-11-16,"Magna ""Great Divide"" mountain bikes",Toys,fall,3,ACT NOW
00-019,1999-11-16,Lil' Napper infant swings,"Sleep — cribs, bassinets, loungers",strangulation,1,ACT NOW
00-193,1999-11-03,Household extension cords,,electrical|fire,3,ACT NOW
00-010b,1999-10-31,"""North West Blue"" boys hooded jackets and sweatshirts",Sleepwear & apparel,entanglement|strangulation,1,ACT NOW
00-010a,1999-10-31,Novelty and disposable cigarette lighters,Lighters & fire hazards,burn|fire,3,ACT NOW
00-005,1999-10-13,Cigarette lighters,Lighters & fire hazards,burn|fire,3,ACT NOW
00-002,1999-10-07,Gateway foam rubber cows,Toys,choking,3,ACT NOW
99-172a,1999-09-21,Toy flashlight included with Playmobil's Coastal Search and Rescue Boats toy set,Toys,burn|overheat,3,ACT NOW
99-168,1999-09-01,Precious Moments® Tender Tails® stuffed toys,Toys,choking,3,ACT NOW
99-167,1999-09-01,"Spray string sold under the names ""Crazy Ribbon"" and ""Crazy String""",Jewelry & accessories,burn|flammable,3,ACT NOW
99-166,1999-09-01,"Acrobatic trapeze swings sold with Backyard Escapes, Backyard Products and WOW Wooden Play Centers brand gyms","Walkers, swings & bouncers",laceration,3,ACT NOW
99-165,1999-08-30,GUESS? liquid-filled bubble patch t-shirts,,laceration,3,ACT NOW
99-162,1999-08-26,"Graco® and Children On The Go® brand Stroller Snack and Activity Trays, Bathtime Activity Trays, and Bathtime Toy Netting products",Strollers & carriers,choking,3,ACT NOW
99-159,1999-08-18,Esleep Juniors robes,Sleepwear & apparel,burn|fire|flammable,3,ACT NOW
99-153,1999-08-04,Pooh Poppin' Piano toys,Toys,choking,3,ACT NOW
99-151,1999-08-02,Bathtub Baby doll sets,Toys,choking,3,ACT NOW
99-149,1999-07-28,"Peek-A-Babe newborn and infant ""creepers""",Sleepwear & apparel,choking,3,ACT NOW
99-147,1999-07-26,Mini Fruit Girl's Rompers,Sleepwear & apparel,choking,3,ACT NOW
99-145b,1999-07-19,Ceiling fan installation kits,,electrical|fall,3,ACT NOW
99-142,1999-07-14,Reebok Classic Leather Zip children's sneakers,Sleepwear & apparel,choking,3,ACT NOW
99-140,1999-07-13,Bush Industries Television Cart,Nursery furniture & tip-over,fall|tipover,2,ACT NOW
99-139,1999-07-07,Playskool spillproof cups with lids,Feeding & high chairs,choking,3,ACT NOW
99-138,1999-07-07,Cosco Arriva and Turnabout infant car seats/carriers,Car seats & travel,fall,3,ACT NOW
99-136,1999-07-01,Gerber LIL' SPORT Spill Proof Sport Bottles,Feeding & high chairs,choking,3,ACT NOW
99-133,1999-06-29,nan,Sleepwear & apparel,,4,ACT SOON
99-133b,1999-06-29,Gymboree toddler boys 5-pocket denim jeans,Sleepwear & apparel,choking,3,ACT NOW
99-129,1999-06-23,Recalled Star Wars Darth MaulTM Double-Bladed Lightsaber and Qui-Gon JinnTM Lightsaber toys,Toys,burn|overheat,3,ACT NOW
99-128,1999-06-23,Snugli® Front & Back PackTM soft infant carriers,Car seats & travel,fall,3,ACT NOW
99-127,1999-06-23,Swimming Pool Dive Sticks,Outdoor & play equipment,fall,3,ACT NOW
99-125,1999-06-20,Children's tables,,entrapment,1,ACT NOW
99-124,1999-06-15,Sock Monkey stuffed animals,Toys,laceration,3,ACT NOW
99-123b,1999-06-14,"Novelty lighters: shapes of telephone recorder, cell phone and Godzilla",Lighters & fire hazards,burn|fire,3,ACT NOW
99-123a,1999-06-14,Magic Doll Feeding Sets,Toys,choking,3,ACT NOW
99-123,1999-06-14,nan,Toys,,4,ACT SOON
99-121,1999-06-06,Beanbags sold with Barney Hopscotch Game Towels,Toys,choking,3,ACT NOW
99-120c,1999-06-06,Tonka toy trucks,Toys,choking,3,ACT NOW
99-119b,1999-06-02,"Novelty lighters in shape of Gun, Car, Radio, Animals, and Telephones",Lighters & fire hazards,burn|fire,3,ACT NOW
99-119a,1999-06-02,Stairway gates,Jewelry & accessories,fall,3,ACT NOW
99-117a,1999-05-25,Tommy Hilfiger Infant Cardigans,Sleepwear & apparel,choking,3,ACT NOW
99-117,1999-05-25,nan,Nursery electricals & monitors,,4,ACT SOON
99-115,1999-05-24,Bungee Baby Bouncers,"Walkers, swings & bouncers",fall,3,ACT NOW
99-114,1999-05-23,Television Carts,Nursery furniture & tip-over,fall|tipover,2,ACT NOW
99-110,1999-05-10,Stacking ring toys,Toys,choking,3,ACT NOW
99-108,1999-05-09,Next Generation Pisces Cribs,"Sleep — cribs, bassinets, loungers",entrapment,1,ACT NOW
99-107a,1999-05-04,Miffy Wooden Shape Sorter toy,Toys,choking,3,ACT NOW
99-107,1999-05-04,nan,Toys,,4,ACT SOON
99-105,1999-04-28,Kid's Sipper Bottles,Feeding & high chairs,choking,3,ACT NOW
99-103,1999-04-27,Lawn-Boy power mower,,,4,ACT SOON
99-098,1999-04-18,Backpack child carriers,Strollers & carriers,fall|tipover,2,ACT NOW
99-095,1999-04-12,Novelty lighters: lamp and flying saucer,Lighters & fire hazards,fire,3,ACT NOW
99-089a,1999-04-06,"Navy Velvet Baby Garments - cardigans, coveralls and long-sleeve tees",Sleepwear & apparel,choking,3,ACT NOW
99-089,1999-04-06,nan,Sleepwear & apparel,,4,ACT SOON
99-086,1999-03-24,Colorbök Blue's Clues toy notebooks,Toys,choking,3,ACT NOW
99-085,1999-03-24,Bed-N-Loft bunk bed assembly kits,Nursery furniture & tip-over,entrapment|fall|strangulation,1,ACT NOW
99-084,1999-03-23,Perego children's riding vehicles,,fire|overheat,3,ACT NOW
99-081,1999-03-17,Toy puzzle,Toys,choking,3,ACT NOW
99-076,1999-03-09,Sanapac dietary supplements,Personal care & medicine,chemical,4,ACT SOON
99-074,1999-03-07,VeggieTales' Dave and the Giant Pickle playsets,Outdoor & play equipment,,4,ACT SOON
99-073,1999-03-04,NIKE Little Air Jordan XIV infant shoes,Sleepwear & apparel,chemical|lead,4,ACT SOON
99-063,1999-02-16,"Mattresses sold with Cosco model ""M"" tubular metal cribs","Sleep — cribs, bassinets, loungers",entrapment,1,ACT NOW
99-062,1999-02-16,Cosco GeobyTM Two WaysTM tandem stroller,Strollers & carriers,fall,3,ACT NOW
99-054,1999-01-20,"Party Time ""Happy String"" cans",Jewelry & accessories,burn|flammable,3,ACT NOW
99-053,1999-01-20,"""Baby Bjorn"" fabric infant carriers",Car seats & travel,fall,3,ACT NOW
99-052,1999-01-19,Girls' fleece robes,Sleepwear & apparel,burn|fire|flammable,3,ACT NOW
99-049,1999-01-13,Infant and toddler hats,Sleepwear & apparel,strangulation,1,ACT NOW
99-047,1999-01-11,Ceiling fan installation kits,,electrical|fall,3,ACT NOW
99-045,1999-01-06,Lawn-Boy power mowers,Jewelry & accessories,,4,ACT SOON
99-044,1998-12-28,First Alert True Fit safety gates,"Gates, rails & childproofing",choking,3,ACT NOW
99-041,1998-12-22,Cigarette lighters,Lighters & fire hazards,fire,3,ACT NOW
99-036,1998-12-21,Nets of Toy Basketball Sets,Toys,strangulation,1,ACT NOW
99-037,1998-12-13,Garden Play Yard Pals crib and play yard rail toys,"Sleep — cribs, bassinets, loungers",laceration,3,ACT NOW
99-035,1998-12-09,"L.L. Bean backpack child carriers, model number AC25",Strollers & carriers,entanglement|fall|strangulation|tipover,1,ACT NOW
99-032,1998-12-02,Plastic chests,Toys,entrapment|suffocation,1,ACT NOW
99-030,1998-11-30,Icy RiderTM Toboggans,,,4,ACT SOON
99-021,1998-11-16,Playskool Travel-Lite portable crib,"Sleep — cribs, bassinets, loungers",entrapment|fall|suffocation,1,ACT NOW
99-020b,1998-11-11,"""Henry"" Gym Sets, model #68","Walkers, swings & bouncers",fall,3,ACT NOW
99-020a,1998-11-11,"""Cuddle Me Close"" bedside cradles","Sleep — cribs, bassinets, loungers",,4,ACT SOON
99-020,1998-11-11,nan,"Sleep — cribs, bassinets, loungers",,4,ACT SOON
99-018,1998-11-09,Wooden Bunk Beds,Nursery furniture & tip-over,entrapment|strangulation,1,ACT NOW
99-013,1998-10-27,Children's vampire capes and witch brooms,Sleepwear & apparel,burn|fire|flammable,3,ACT NOW
99-012,1998-10-21,Fisher-Price Power Wheels,Toys,overheat,4,ACT SOON
99-010b,1998-10-19,Bi-fold Doors,Toys,entrapment|laceration,1,ACT NOW
99-010,1998-10-19,Stuffed Crab Toys,Toys,laceration,3,ACT NOW
99-009,1998-10-14,"Individually sold xylophones, Little Ones® Infant three-piece musical gift sets, and Little Ones® Infant five-piece musical gift sets",Toys,,4,ACT SOON
99-007,1998-10-07,Children's Teva sandals,Sleepwear & apparel,fall,3,ACT NOW
99-006,1998-10-07,"""Splash Club"" Deluxe Baby Floats",Outdoor & play equipment,drowning|fall,1,ACT NOW
99-002,1998-09-30,Pacifiers,Feeding & high chairs,choking,3,ACT NOW
98-172,1998-09-27,TV Guard,Nursery furniture & tip-over,,4,ACT SOON
98-171,1998-09-27,Graco stationary Entertainers,Toys,choking,3,ACT NOW
98-169,1998-09-15,Children's satin pajama sets,Sleepwear & apparel,burn|fire|flammable,3,ACT NOW
98-165,1998-09-07,Hike 'N Roll child carriers,Strollers & carriers,strangulation,1,ACT NOW
98-164,1998-09-02,Circus-theme and princess-theme children's furniture,Toys,chemical|lead,3,ACT NOW
98-163,1998-09-02,Fold 'N Go Care Centers,"Sleep — cribs, bassinets, loungers",entrapment|suffocation,1,ACT NOW
98-161,1998-09-01,Flying Warrior dolls,Toys,,4,ACT SOON
98-162,1998-08-31,Paper candle shades,Lighters & fire hazards,fire,3,ACT NOW
98-156,1998-08-20,"""Playskool Travel-Lite"" portable cribs","Sleep — cribs, bassinets, loungers",entrapment|fall|suffocation,1,ACT NOW
98-153,1998-08-18,Wooden bunk beds,Nursery furniture & tip-over,entrapment|fall,1,ACT NOW
98-151,1998-08-17,Mulan backpacks and rolling luggage,,chemical|lead,4,ACT SOON
98-148,1998-08-12,"""Splash Club"" Deluxe Inflatable Kiddie Boats",Outdoor & play equipment,drowning|fall,1,ACT NOW
98-147,1998-07-27,Children's jewelry sets,Jewelry & accessories,choking,3,ACT NOW
98-145,1998-07-21,Servel gas refrigerators,Sleepwear & apparel,carbonmonoxide,4,ACT SOON
98-146,1998-07-21,Crate & Barrel Toy Chests,Toys,entrapment|fall|strangulation,1,ACT NOW
98-144,1998-07-19,Sure-Pik bowling ball returns,,entrapment,1,ACT NOW
98-143,1998-07-15,Activity Block Sets,Toys,choking,3,ACT NOW
98-140,1998-07-08,"Animal squeeze toys (gopher, penguin, rabbit, tiger, bear and mouse) and jet fighter toy",Toys,choking,3,ACT NOW
98-135,1998-06-28,Knock-A-Block toy,Toys,choking,3,ACT NOW
98-134,1998-06-27,Flower rattles,Toys,choking,3,ACT NOW
98-131,1998-06-23,"""Turning Ball with Whistle"" rattles",Toys,choking,3,ACT NOW
98-129,1998-06-22,Children's Coasters brand shoes,Sleepwear & apparel,choking,3,ACT NOW
98-128,1998-06-17,"""Playskool Travel-Lite"" portable crib","Sleep — cribs, bassinets, loungers",entrapment|fall|suffocation,1,ACT NOW
98-125,1998-06-10,Bouncing Buggy toy car,Strollers & carriers,,4,ACT SOON
98-122,1998-06-07,Bubble BeautiesTM floating balls,Toys,,4,ACT SOON
98-120,1998-06-02,GapKids spring/summer anoraks,Jewelry & accessories,chemical|lead,3,ACT NOW
98-118,1998-06-01,Oscar Mayer Wienermobile pedal cars,,chemical|lead,4,ACT SOON
98-111,1998-05-17,Payless novelty children's purses,Sleepwear & apparel,,4,ACT SOON
98-108,1998-05-12,Super Clean aerosol foam,Household chemicals,burn,3,ACT NOW
98-106,1998-05-06,Toy Saxophones distributed with Arby's Adventure Meals,Toys,choking,3,ACT NOW
98-102,1998-04-27,Sanrio Mascot Plushes animal toys,Toys,choking,3,ACT NOW
98-099,1998-04-26,Rand/Ross Mountain Bikes,Helmets & wheeled toys,fall,3,ACT NOW
98-094,1998-04-08,Elite-2 disposable cigarette lighters,Lighters & fire hazards,fire,3,ACT NOW
98-093,1998-04-07,Tweety Water Timer Game Key Rings,Toys,chemical,4,ACT SOON
98-092,1998-04-07,Halloween Floating Eyeballs and Smiley Face Floating Balls,,chemical|choking,3,ACT NOW
98-090,1998-04-07,Gerry Clear Choice model 618 baby monitors,Nursery electricals & monitors,,4,ACT SOON
98-089,1998-03-30,Bike passenger trailers,Helmets & wheeled toys,,4,ACT SOON
98-076,1998-03-04,Evenflo On My Way infant car seats/carriers,Car seats & travel,,4,ACT SOON
98-074,1998-03-01,Fisher-Price cookie-shaped refrigerator magnet toys and Magic Motion Mobiles,Toys,choking|fall|magnet,2,ACT NOW
98-071,1998-02-18,First Years High Chair Gym toys,Feeding & high chairs,choking,3,ACT NOW
98-067,1998-02-16,Cyber Fighter and Flying Angel dolls,Toys,,4,ACT SOON
98-065,1998-02-09,Generation oak cribs,"Sleep — cribs, bassinets, loungers",,4,ACT SOON
98-060,1998-01-28,"Miniature rocking chair, sold as part of Wee Patsy Travel Set",Toys,chemical|lead,3,ACT NOW
98-058,1998-01-26,Bean bag crab toys,Toys,choking,3,ACT NOW
98-055,1998-01-11,Step 2 Big Storage Chests,Toys,entrapment|fall|strangulation,1,ACT NOW
98-052,1998-01-04,"Glide Rides, sold with backyard gym sets",,fall,3,ACT NOW
98-050,1998-01-04,"Fleece garments: children's vests and pants; infant shirts; men's shirts; and ladies' tops, top and pants sets, and robes",Sleepwear & apparel,burn|fire|flammable,3,ACT NOW
98-049,1997-12-23,Children's Soap Craft Set,Toys,fire,3,ACT NOW
98-048,1997-12-18,Graco Carriers and Carrier/Swing Seats,"Walkers, swings & bouncers",fall,3,ACT NOW
98-047,1997-12-17,Mesh-Sided Cribs,"Sleep — cribs, bassinets, loungers",entrapment|suffocation,1,ACT NOW
98-045,1997-12-15,VoyagerTM Car Seat/Strollers,Car seats & travel,fall,3,ACT NOW
98038,1997-12-09,Curtain-Style Holiday Lights,Window coverings & cords,electrical,3,ACT NOW
98-037,1997-12-07,Infant Carriers,Car seats & travel,fall,3,ACT NOW
98-027,1997-11-12,Zippered Vest,Outdoor & play equipment,choking,3,ACT NOW
98-024,1997-11-05,Wooden Clown Toys,Toys,choking,3,ACT NOW
98-023,1997-11-04,Clock Tambourine Toys,Toys,choking,3,ACT NOW
98-018,1997-10-28,Halloween Bounce Balls,,choking,3,ACT NOW
98-019,1997-10-27,Safety 1st Nursery Monitor Batteries,Button cells & batteries,,4,ACT SOON
98-016,1997-10-22,Wipe Warmers,Nursery electricals & monitors,overheat,4,ACT SOON
98-011,1997-10-13,Stuffed bears,Toys,choking,3,ACT NOW
98-007,1997-10-08,Sports BlastTM drinks,Feeding & high chairs,choking,3,ACT NOW
98-005,1997-10-07,Wooden vehicle toys,Toys,choking,3,ACT NOW
98-004,1997-10-06,Children's toy bracelets (packaged as party favors),Toys,choking,3,ACT NOW
98-001,1997-10-01,Hot Pet Car battery-operated toy cars,Toys,choking,3,ACT NOW
97-195,1997-09-29,Francisca full-size wooden baby cribs,"Sleep — cribs, bassinets, loungers",entrapment|fall|strangulation,1,ACT NOW
97-194,1997-09-29,First Alert® True FitTM Safety Gate,"Gates, rails & childproofing",choking,3,ACT NOW
97-193,1997-09-23,Wooden and metal bunk beds,Nursery furniture & tip-over,entrapment,1,ACT NOW
97-192,1997-09-23,Smoke Tote Cigarette Lighters,Lighters & fire hazards,fire,3,ACT NOW
97-186,1997-09-07,Aguarras floor cleaner,Household chemicals,,4,ACT SOON
97-180,1997-09-01,Century Lil' Napper infant swings,"Sleep — cribs, bassinets, loungers",strangulation,1,ACT NOW
97-176,1997-08-26,Star Wonders dolls,Toys,,4,ACT SOON
97-173,1997-08-20,Halogen Torchiere Floor Lamps,Lighters & fire hazards,fire,3,ACT NOW
97-172,1997-08-17,Kinder Chocolate Eggs,Toys,choking,3,ACT NOW
97-169,1997-08-04,Gymboree Children's Umbrellas,Toys,chemical|lead,3,ACT NOW
97-164,1997-07-29,Aguarras Paint Thinner,Household chemicals,chemical,4,ACT SOON
97-163,1997-07-28,Men's Model 8546-23 MAGNA High Impact Mountain-Style Bicycles,Toys,fall,3,ACT NOW
97-161,1997-07-20,Vitamin and Medicine Bottles,Feeding & high chairs,chemical,4,ACT SOON
97-160,1997-07-16,Splash Off Water Rockets,,,4,ACT SOON
97-159,1997-07-15,Infant toy for crib,"Sleep — cribs, bassinets, loungers",strangulation,1,ACT NOW
97-155,1997-07-09,Toy Jewelry Sets,Toys,choking,3,ACT NOW
97-154,1997-07-08,Cosco Full-Size Metal Baby Cribs,"Sleep — cribs, bassinets, loungers",entrapment,1,ACT NOW
97148,1997-06-25,Cigarette Lighters,Lighters & fire hazards,,4,ACT SOON
97-146,1997-06-24,Fully Operational Portable Play Yards,"Sleep — cribs, bassinets, loungers",fall,3,ACT NOW
97-145,1997-06-23,Full-Size Wooden Baby Cribs,"Sleep — cribs, bassinets, loungers",entrapment|fall|strangulation,1,ACT NOW
97-143,1997-06-18,Chinese jump ropes sold with children's activity books,Sleepwear & apparel,,4,ACT SOON
97-141,1997-06-11,IKEA Stuffed Animals,Toys,choking,3,ACT NOW
97-135,1997-06-01,Levi Girls' Dresses,Sleepwear & apparel,choking,3,ACT NOW
97-130,1997-05-27,Sweet Suzana brand infants' shirt-and-pant sets,Sleepwear & apparel,choking,3,ACT NOW
97-129,1997-05-21,Pencils with Pacifiers where erasers go,Feeding & high chairs,choking,3,ACT NOW
97-126,1997-05-18,Graco Stationary Entertainers,Sleepwear & apparel,,4,ACT SOON
97-124,1997-05-18,Toy Police Car,Toys,choking,3,ACT NOW
97-125,1997-05-14,Full-Size Metal Baby Cribs,"Sleep — cribs, bassinets, loungers",choking|entrapment,1,ACT NOW
97-120,1997-05-11,Metallic Heart-Shaped Medallion Necklaces,Jewelry & accessories,chemical|lead,3,ACT NOW
97-116,1997-05-04,Garage Door Openers,"Walkers, swings & bouncers",,4,ACT SOON
97-113,1997-04-30,Teddy Precious Indian girl and boy stuffed bear,Toys,choking,3,ACT NOW
97-110,1997-04-23,Quiet Time Infant Swings,"Walkers, swings & bouncers",fall,3,ACT NOW
97-105,1997-04-16,Wooden Toy Cars,Toys,choking,3,ACT NOW
97-104,1997-04-16,Wooden Toy Trucks,Toys,choking,3,ACT NOW
97-103,1997-04-15,Weebles Tractor toys,Toys,choking,3,ACT NOW
97-102,1997-04-15,Century TraveLite SPORT strollers,Strollers & carriers,fall,3,ACT NOW
97-101,1997-04-14,Disney Romper Sets,Sleepwear & apparel,,4,ACT SOON
97-100,1997-04-13,Children's Swimming Vests,"Gates, rails & childproofing",drowning,1,ACT NOW
97-095,1997-04-06,Bunk Beds,Nursery furniture & tip-over,entrapment,1,ACT NOW
97094,1997-03-30,Power Strip Surge Protectors,,electrical|fire,3,ACT NOW
97-090,1997-03-24,Keysheen Children's Chaise Lounge Chairs,,entrapment|laceration,1,ACT NOW
97-088,1997-03-24,Carter's Infant Carriers,Car seats & travel,fall,3,ACT NOW
97-083,1997-03-10,nan,Sleepwear & apparel,,4,ACT SOON
97-065,1997-02-02,"Model 10-6200 main drain covers in spas, hot tubs, and swimming pools",,entanglement,4,ACT SOON
97-064,1997-01-28,Soft Walkin' Wheels (model 90165) toy vehicles,Toys,choking,3,ACT NOW
97-057,1997-01-14,Baby Buzz Infant Toys,Toys,strangulation,1,ACT NOW
97-056,1997-01-12,Restraint Bars of the Playskool 1-2-3 High Chairs,Feeding & high chairs,fall,3,ACT NOW
97-055,1997-01-05,"Cabbage Patch Kids® Snacktime Kids dolls, Mattel, Inc.",Feeding & high chairs,,4,ACT SOON
97-054,1997-01-05,Toy Water Batons,Toys,choking,3,ACT NOW
97-053,1996-12-23,MDK Model Trains,Outdoor & play equipment,fire|overheat,3,ACT NOW
97-050,1996-12-19,Levi's Koveralls and Shortalls,Sleepwear & apparel,choking,3,ACT NOW
97-048,1996-12-18,Children's ID Bracelets,Jewelry & accessories,choking,3,ACT NOW
97-046,1996-12-17,Chenille Sweaters,Sleepwear & apparel,burn|flammable,3,ACT NOW
97-047,1996-12-16,Houdini Portable Playyards,"Sleep — cribs, bassinets, loungers",,4,ACT SOON
97-044,1996-12-16,Santa Candle Holders and Potpourri Simmer Pots,Lighters & fire hazards,fire|flammable,3,ACT NOW
97-043,1996-12-16,Paperweights and Pens,,fire|flammable,3,ACT NOW
97-042,1996-12-16,Wooden Toys,Toys,lead,3,ACT NOW
97-032,1996-11-26,Wooden bunk beds,Nursery furniture & tip-over,entrapment,1,ACT NOW
97-030,1996-11-25,Exploring Nature Funstation,Toys,,4,ACT SOON
97-028,1996-11-20,Portable Cribs/Playpens,"Sleep — cribs, bassinets, loungers",fall|strangulation,1,ACT NOW
97-026,1996-11-20,Travel Playards (also known as playpens),"Sleep — cribs, bassinets, loungers",fall,3,ACT NOW
97-023,1996-11-18,Wood Lock Medicated Balm,Personal care & medicine,chemical,4,ACT SOON
97-021,1996-11-12,Kid's Phone Beeper Combo,Toys,choking,3,ACT NOW
97-015,1996-10-29,(Mesh on) Graco Playards,"Sleep — cribs, bassinets, loungers",choking|entanglement,3,ACT NOW
97-013,1996-10-28,Novelty and Disposable Cigarette Lighters,Lighters & fire hazards,fire,3,ACT NOW
97-009,1996-10-23,Plastic Halloween Bucket,Bath & water safety,chemical|lead,4,ACT SOON
97-007,1996-10-21,Cigarette Lighter,Lighters & fire hazards,fire,3,ACT NOW
97-006,1996-10-20,Little Wood Wagon,Helmets & wheeled toys,chemical|lead,4,ACT SOON
97-005,1996-10-14,Clearfire Candles,Lighters & fire hazards,overheat,4,ACT SOON
97-002,1996-10-02,Deluxe Baby Monitor,Nursery electricals & monitors,fire|overheat,3,ACT NOW
96188,1996-09-10,Flip Fingers Rattle,Toys,choking,3,ACT NOW
96-183,1996-08-07,EZ Sales Hammocks,"Sleep — cribs, bassinets, loungers",strangulation,1,ACT NOW
96-179,1996-07-31,"Toy ""Engineering Trucks""",Toys,choking,3,ACT NOW
96-175,1996-07-30,Fold N' Travel Infant Carrier,Car seats & travel,fall,3,ACT NOW
96-173,1996-07-25,Chillers Sticks,,choking,3,ACT NOW
96-172,1996-07-24,Children's Chair,,choking,3,ACT NOW
96-171,1996-07-24,CVS Sleep Caplets,Feeding & high chairs,chemical,4,ACT SOON
96-169,1996-07-18,SnackTime Stroller Toy Bars,Strollers & carriers,,4,ACT SOON
96-162,1996-07-08,Minnie Mouse Nautical Outfits,Sleepwear & apparel,choking,3,ACT NOW
96-161,1996-07-08,Mountain Bike Suspension Forks,Feeding & high chairs,fall,3,ACT NOW
96-151,1996-06-25,My Pet Bear ride-on toys,Toys,choking,3,ACT NOW
96-145,1996-06-10,Keepsake Kritters,Toys,choking,3,ACT NOW
96-142,1996-06-04,Pacifiers,Feeding & high chairs,choking,3,ACT NOW
96-138,1996-06-02,Cozy Highback Swings,"Walkers, swings & bouncers",tipover,2,ACT NOW
96-136,1996-05-29,Rolling Clock Toy,Toys,choking,3,ACT NOW
96-128,1996-05-21,Rompers for Infant Girls,Sleepwear & apparel,lead,4,ACT SOON
96-125,1996-05-15,Mini-Hammocks,"Sleep — cribs, bassinets, loungers",strangulation,1,ACT NOW
96-123,1996-05-14,Rattle Sets,Toys,choking,3,ACT NOW
96-113,1996-05-14,Color 'N Contrast Crib Books,"Sleep — cribs, bassinets, loungers",,4,ACT SOON
96-121,1996-05-07,Fiebing's Leather Dye Solvent,Household chemicals,chemical,4,ACT SOON
96-118,1996-05-05,"""Teddy Precious Indian Girl"" stuffed bears",Toys,choking,3,ACT NOW
96-110,1996-04-23,Star Cruiser Two-Passenger Swing,"Walkers, swings & bouncers",,4,ACT SOON
96-107,1996-04-22,nan,"Walkers, swings & bouncers",,4,ACT SOON
96-099,1996-04-10,Toy-O-Rama Stuffed Animals,Toys,choking,3,ACT NOW
96-093,1996-04-01,Bean Bag Chairs,Nursery furniture & tip-over,choking,3,ACT NOW
96092,1996-04-01,Wooden Armadillo and Turtle,Sleepwear & apparel,lead,4,ACT SOON
